Nomor Perkara,Tanggal Penetapan,Nama Panitera Pengganti,Aktif
88/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 17 Sep. 2014","ZUHERNA, SH.",Ya
48/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 13 Mei 2014",WIJI ASTUTI,Ya
48/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 13 Mei 2014","YETTI, SH.",Ya
50/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 14 Mei 2014","ENDANG_PURWANINGSIH, SH.",Ya
50/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 14 Mei 2014","ZUHERNA, SH.",Ya
51/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 14 Mei 2014","ENDANG_PURWANINGSIH, SH.",Ya
51/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 14 Mei 2014","ZUHERNA, SH.",Ya
52/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 14 Mei 2014",ACHMAD DINDIN JUNAEDI,Ya
52/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 14 Mei 2014",SUAEB. SH,Ya
54/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 16 Mei 2014","IDRIS_AWALUDDIN, SH.",Ya
54/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 16 Mei 2014","MATIUS B.SITURU, SH",Ya
53/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 16 Mei 2014",EKO BUDIARNO,Ya
53/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 16 Mei 2014","ZULFIKRI, SH",Ya
55/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 22 Mei 2014","LISNUR FAUZIAH, SH.",Ya
55/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 22 Mei 2014","SURYONO, SH.",Ya
56/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 06 Jun. 2014",EKO BUDIARNO,Ya
56/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 06 Jun. 2014","SRI TASLIHIYAH, SH.",Ya
57/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 24 Jun. 2014",CANDRASAH,Ya
57/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 24 Jun. 2014",EKO BUDIARNO,Ya
58/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 24 Jun. 2014","FATONI, SH",Ya
58/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 24 Jun. 2014","LISNUR FAUZIAH, SH.",Ya
59/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 24 Jun. 2014","FATONI, SH",Ya
59/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 24 Jun. 2014","LISNUR FAUZIAH, SH.",Ya
60/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 08 Jul. 2014",CANDRASAH,Ya
60/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 08 Jul. 2014",EKO BUDIARNO,Ya
63/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Jul. 2014",ACHMAD DINDIN JUNAEDI,Ya
63/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Jul. 2014","IDRIS_AWALUDDIN, SH.",Ya
64/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Jul. 2014","ENDANG_PURWANINGSIH, SH.",Ya
64/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Jul. 2014","ZUHERNA, SH.",Ya
61/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Jul. 2014",ACHMAD DINDIN JUNAEDI,Ya
62/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Jul. 2014","WIDI ASTUTI, SH",Ya
65/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 16 Jul. 2014","RUSTIANI, SH",Ya
67/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 17 Jul. 2014","LISNUR FAUZIAH, SH.",Ya
66/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 17 Jul. 2014","MATIUS B.SITURU, SH",Ya
68/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 07 Agu. 2014","DJOKO SANTOSO, SH",Ya
68/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 07 Agu. 2014","WIDI ASTUTI, SH",Ya
29/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 26 Mar. 2014",ACHMAD DINDIN JUNAEDI,Ya
29/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 26 Mar. 2014","MATIUS B.SITURU, SH",Ya
30/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 27 Mar. 2014","ROMA SIALLAGAN, SH.",Ya
30/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 27 Mar. 2014","ZUHERNA, SH.",Ya
32/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 02 Apr. 2014","YETTI, SH.",Ya
32/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 02 Apr. 2014","ZUHERNA, SH.",Ya
33/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 02 Apr. 2014","ROMA SIALLAGAN, SH.",Ya
33/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 02 Apr. 2014","WIDI ASTUTI, SH",Ya
34/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 02 Apr. 2014","YETTI, SH.",Ya
34/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 02 Apr. 2014","ZUHERNA, SH.",Ya
31/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 02 Apr. 2014",EKO BUDIARNO,Ya
31/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 02 Apr. 2014","IDRIS_AWALUDDIN, SH.",Ya
35/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 03 Apr. 2014",SUAEB. SH,Ya
35/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 03 Apr. 2014","TEUKU UMAR, SH. MH.",Ya
36/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 07 Apr. 2014","WIDI ASTUTI, SH",Ya
36/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 07 Apr. 2014",WIJI ASTUTI,Ya
37/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 08 Apr. 2014","ADELINA HUTABARAT, SH",Ya
37/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 08 Apr. 2014","ROMA SIALLAGAN, SH.",Ya
38/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 11 Apr. 2014","MATIUS B.SITURU, SH",Ya
38/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 11 Apr. 2014","ZULFIKRI, SH",Ya
39/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 14 Apr. 2014","MATIUS B.SITURU, SH",Ya
39/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 14 Apr. 2014","ZULFIKRI, SH",Ya
40/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014",EKO BUDIARNO,Ya
40/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014","WIDI ASTUTI, SH",Ya
41/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014",ACHMAD DINDIN JUNAEDI,Ya
41/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014",CANDRASAH,Ya
42/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014",SUAEB. SH,Ya
42/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014","SURYONO, SH.",Ya
43/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014",SUAEB. SH,Ya
43/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014","SURYONO, SH.",Ya
46/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 28 Apr. 2014","ENDANG_PURWANINGSIH, SH.",Ya
46/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 28 Apr. 2014","ZUHERNA, SH.",Ya
47/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 28 Apr. 2014","ROMA SIALLAGAN, SH.",Ya
47/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 28 Apr. 2014","RUSTIANI, SH",Ya
44/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 28 Apr. 2014","IDRIS_AWALUDDIN, SH.",Ya
44/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 28 Apr. 2014","TEUKU UMAR, SH. MH.",Ya
45/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 28 Apr. 2014","ROMA SIALLAGAN, SH.",Ya
45/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 28 Apr. 2014","RUSTIANI, SH",Ya
49/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 13 Mei 2014",WIJI ASTUTI,Ya
49/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 13 Mei 2014","YETTI, SH.",Ya
15/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","ENDANG_PURWANINGSIH, SH.",Ya
15/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","ZUHERNA, SH.",Ya
11/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","FX. DIDIC AGUS IRIANTO, SH.",Ya
11/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","ZULFIKRI, SH",Ya
12/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","MATIUS B.SITURU, SH",Ya
12/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","SURYONO, SH.",Ya
13/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","LISNUR FAUZIAH, SH.",Ya
13/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","SURYONO, SH.",Ya
14/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","ENDANG_PURWANINGSIH, SH.",Ya
14/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","ZUHERNA, SH.",Ya
9/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","DJOKO SANTOSO, SH",Ya
9/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","TEUKU UMAR, SH. MH.",Ya
10/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","RUSTIANI, SH",Ya
10/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","TEUKU UMAR, SH. MH.",Ya
16/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","DJOKO SANTOSO, SH",Ya
16/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","ROMA SIALLAGAN, SH.",Ya
17/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","FATONI, SH",Ya
17/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","HARTANTO, SH",Ya
20/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Feb. 2014","DJOKO SANTOSO, SH",Ya
20/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Feb. 2014","IDRIS_AWALUDDIN, SH.",Ya
21/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Feb. 2014","LISNUR FAUZIAH, SH.",Ya
21/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Feb. 2014","SRI TASLIHIYAH, SH.",Ya
19/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Feb. 2014","DJOKO SANTOSO, SH",Ya
19/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Feb. 2014","IDRIS_AWALUDDIN, SH.",Ya
18/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Feb. 2014","ENDANG_PURWANINGSIH, SH.",Ya
18/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Feb. 2014","MATIUS B.SITURU, SH",Ya
22/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 27 Feb. 2014","ROMA SIALLAGAN, SH.",Ya
22/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 27 Feb. 2014","RUSTIANI, SH",Ya
23/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 28 Feb. 2014","DJOKO SANTOSO, SH",Ya
23/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 28 Feb. 2014","FATONI, SH",Ya
24/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 18 Mar. 2014","WIDI ASTUTI, SH",Ya
24/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 18 Mar. 2014",WIJI ASTUTI,Ya
25/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 20 Mar. 2014","RUSTIANI, SH",Ya
25/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 20 Mar. 2014","WIDI ASTUTI, SH",Ya
26/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 25 Mar. 2014","LISNUR FAUZIAH, SH.",Ya
26/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 25 Mar. 2014","WIDI ASTUTI, SH",Ya
27/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 25 Mar. 2014","LISNUR FAUZIAH, SH.",Ya
27/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 25 Mar. 2014","WIDI ASTUTI, SH",Ya
28/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 26 Mar. 2014","SURYONO, SH.",Ya
28/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 26 Mar. 2014","YETTI, SH.",Ya
75/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 13 Des. 2013","LISNUR FAUZIAH, SH.",Ya
75/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 13 Des. 2013","SRI TASLIHIYAH, SH.",Ya
74/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 13 Des. 2013","DJOKO SANTOSO, SH",Ya
74/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 13 Des. 2013","ROMA SIALLAGAN, SH.",Ya
78/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Des. 2013","MATIUS B.SITURU, SH",Ya
78/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Des. 2013","ROMA SIALLAGAN, SH.",Ya
77/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Des. 2013","YETTI, SH.",Ya
77/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Des. 2013","ZULFIKRI, SH",Ya
76/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Des. 2013","SURYONO, SH.",Ya
76/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Des. 2013",WIJI ASTUTI,Ya
79/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 19 Des. 2013","FATONI, SH",Ya
79/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 19 Des. 2013","IDRIS_AWALUDDIN, SH.",Ya
80/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 20 Des. 2013","DJOKO SANTOSO, SH",Ya
80/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 20 Des. 2013","SRI TASLIHIYAH, SH.",Ya
83/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 23 Des. 2013","SURYONO, SH.",Ya
83/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 23 Des. 2013","YETTI, SH.",Ya
82/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 23 Des. 2013","LISNUR FAUZIAH, SH.",Ya
82/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 23 Des. 2013","ZUHERNA, SH.",Ya
81/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 23 Des. 2013","IDRIS_AWALUDDIN, SH.",Ya
81/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 23 Des. 2013","YETTI, SH.",Ya
84/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 24 Des. 2013","ADELINA HUTABARAT, SH",Ya
84/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 24 Des. 2013","DJOKO SANTOSO, SH",Ya
85/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 24 Des. 2013","MATIUS B.SITURU, SH",Ya
85/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 24 Des. 2013","ZULFIKRI, SH",Ya
1/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 10 Jan. 2014",SUAEB. SH,Ya
1/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 10 Jan. 2014","WIDI ASTUTI, SH",Ya
2/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 10 Jan. 2014","FX. DIDIC AGUS IRIANTO, SH.",Ya
2/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 10 Jan. 2014","ZULFIKRI, SH",Ya
3/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 15 Jan. 2014","SRI TASLIHIYAH, SH.",Ya
3/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 15 Jan. 2014","WIDI ASTUTI, SH",Ya
4/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 15 Jan. 2014","SRI TASLIHIYAH, SH.",Ya
4/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 15 Jan. 2014",WIJI ASTUTI,Ya
5/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 20 Jan. 2014","ENDANG_PURWANINGSIH, SH.",Ya
5/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 20 Jan. 2014","HARTANTO, SH",Ya
6/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 28 Jan. 2014","HARTANTO, SH",Ya
6/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 28 Jan. 2014","IDRIS_AWALUDDIN, SH.",Ya
7/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 28 Jan. 2014","ENDANG_PURWANINGSIH, SH.",Ya
7/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 28 Jan. 2014","WIDI ASTUTI, SH",Ya
8/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 28 Jan. 2014","HARTANTO, SH",Ya
8/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 28 Jan. 2014","IDRIS_AWALUDDIN, SH.",Ya
54/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 25 Sep. 2013","YETTI, SH.",Ya
54/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 25 Sep. 2013","ZUHERNA, SH.",Ya
55/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 26 Sep. 2013","ENDANG_PURWANINGSIH, SH.",Ya
55/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 26 Sep. 2013","ZULFIKRI, SH",Ya
57/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 02 Okt. 2013","ADELINA HUTABARAT, SH",Ya
57/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 02 Okt. 2013","MATIUS B.SITURU, SH",Ya
56/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 02 Okt. 2013","LISNUR FAUZIAH, SH.",Ya
56/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 02 Okt. 2013","SURYONO, SH.",Ya
59/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 08 Okt. 2013","DJOKO SANTOSO, SH",Ya
59/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 08 Okt. 2013","SRI TASLIHIYAH, SH.",Ya
58/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 08 Okt. 2013","ROMA SIALLAGAN, SH.",Ya
58/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 08 Okt. 2013","RUSTIANI, SH",Ya
61/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 11 Okt. 2013","WIDI ASTUTI, SH",Ya
61/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 11 Okt. 2013",WIJI ASTUTI,Ya
60/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 11 Okt. 2013",SUAEB. SH,Ya
60/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 11 Okt. 2013","TEUKU UMAR, SH. MH.",Ya
62/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 24 Okt. 2013","HARTANTO, SH",Ya
62/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 24 Okt. 2013","TEUKU UMAR, SH. MH.",Ya
63/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 25 Okt. 2013","FATONI, SH",Ya
63/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 25 Okt. 2013",SUAEB. SH,Ya
64/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 30 Okt. 2013","FATONI, SH",Ya
64/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 30 Okt. 2013","MATIUS B.SITURU, SH",Ya
65/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 01 Nov. 2013","RUSTIANI, SH",Ya
65/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 01 Nov. 2013",WIJI ASTUTI,Ya
66/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 20 Nov. 2013","SRI TASLIHIYAH, SH.",Ya
66/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 20 Nov. 2013","TEUKU UMAR, SH. MH.",Ya
67/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 26 Nov. 2013","HARTANTO, SH",Ya
67/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 26 Nov. 2013",SUAEB. SH,Ya
71/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013","MATIUS B.SITURU, SH",Ya
71/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013","SURYONO, SH.",Ya
70/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013","MATIUS B.SITURU, SH",Ya
70/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013",SUAEB. SH,Ya
69/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013","FATONI, SH",Ya
69/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013","YETTI, SH.",Ya
68/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013","DJOKO SANTOSO, SH",Ya
68/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013","SURYONO, SH.",Ya
72/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 03 Des. 2013","ROMA SIALLAGAN, SH.",Ya
72/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 03 Des. 2013",SUAEB. SH,Ya
73/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 10 Des. 2013","HARTANTO, SH",Ya
73/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 10 Des. 2013",SUAEB. SH,Ya
34/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 22 Mei 2013","YETTI, SH.",Ya
35/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 27 Mei 2013","ENDANG_PURWANINGSIH, SH.",Ya
36/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 04 Jun. 2013","SURYONO, SH.",Ya
37/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 10 Jun. 2013","MATIUS B.SITURU, SH",Ya
38/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 17 Jun. 2013","SURYONO, SH.",Ya
39/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 17 Jun. 2013","IDRIS_AWALUDDIN, SH.",Ya
40/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 18 Jun. 2013","FX. DIDIC AGUS IRIANTO, SH.",Ya
41/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 20 Jun. 2013","HARTANTO, SH",Ya
42/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 25 Jun. 2013","WIDI ASTUTI, SH",Ya
43/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 16 Jul. 2013","ROMA SIALLAGAN, SH.",Ya
44/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 18 Jul. 2013","RUSTIANI, SH",Ya
45/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 23 Jul. 2013","WIDI ASTUTI, SH",Ya
47/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 24 Jul. 2013",WIJI ASTUTI,Ya
46/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 24 Jul. 2013","HARTANTO, SH",Ya
48/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 27 Agu. 2013","ZULFIKRI, SH",Ya
49/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 12 Sep. 2013","ENDANG_PURWANINGSIH, SH.",Ya
52/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Sep. 2013","DJOKO SANTOSO, SH",Ya
52/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Sep. 2013","LISNUR FAUZIAH, SH.",Ya
50/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Sep. 2013","SRI TASLIHIYAH, SH.",Ya
50/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Sep. 2013","WIDI ASTUTI, SH",Ya
51/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Sep. 2013",SUAEB. SH,Ya
51/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Sep. 2013",WIJI ASTUTI,Ya
53/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 24 Sep. 2014","FATONI, SH",Ya
53/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 24 Sep. 2014","TEUKU UMAR, SH. MH.",Ya
12/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","FX. DIDIC AGUS IRIANTO, SH.",Ya
12/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","TEUKU UMAR, SH. MH.",Ya
11/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","HARTANTO, SH",Ya
11/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","ZULFIKRI, SH",Ya
10/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","FATONI, SH",Ya
10/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","IDRIS_AWALUDDIN, SH.",Ya
19/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 11 Apr. 2013","ZUHERNA, SH.",Ya
19/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 11 Apr. 2013","ZULFIKRI, SH",Ya
18/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 11 Apr. 2013","FX. DIDIC AGUS IRIANTO, SH.",Ya
17/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 11 Apr. 2013","ZUHERNA, SH.",Ya
17/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 11 Apr. 2013","ZULFIKRI, SH",Ya
20/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 15 Apr. 2013","DJOKO SANTOSO, SH",Ya
