Nomor Perkara,Tanggal Penetapan,Tanggal Sidang Pertama
43/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014","Kamis, 24 Apr. 2014"
46/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 28 Apr. 2014","Senin, 05 Mei 2014"
47/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 30 Apr. 2014","Rabu, 07 Mei 2014"
44/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 30 Apr. 2014","Selasa, 06 Mei 2014"
45/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 28 Apr. 2014","Rabu, 07 Mei 2014"
49/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 19 Mei 2014","Senin, 26 Mei 2014"
15/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 14 Feb. 2014","Senin, 24 Feb. 2014"
11/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 17 Feb. 2014","Senin, 24 Feb. 2014"
12/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 14 Feb. 2014","Senin, 24 Feb. 2014"
13/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 12 Feb. 2014","Senin, 24 Feb. 2014"
14/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 13 Feb. 2014","Senin, 24 Feb. 2014"
9/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 17 Feb. 2014","Rabu, 19 Feb. 2014"
10/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 17 Feb. 2014","Rabu, 19 Feb. 2014"
16/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 17 Feb. 2014","Rabu, 19 Feb. 2014"
17/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 17 Feb. 2014","Senin, 24 Feb. 2014"
20/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 25 Feb. 2014","Senin, 03 Mar. 2014"
21/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 26 Feb. 2014","Kamis, 06 Mar. 2014"
19/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 25 Feb. 2014","Senin, 03 Mar. 2014"
18/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 26 Feb. 2014","Senin, 03 Mar. 2014"
22/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 03 Mar. 2014","Selasa, 04 Mar. 2014"
23/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 28 Feb. 2014","Senin, 10 Mar. 2014"
24/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 11 Apr. 2014","Kamis, 17 Apr. 2014"
25/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 24 Mar. 2014","Kamis, 27 Mar. 2014"
26/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 25 Mar. 2014","Kamis, 03 Apr. 2014"
27/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 25 Mar. 2014","Kamis, 27 Mar. 2014"
28/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 26 Mar. 2014","Kamis, 03 Apr. 2014"
75/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 17 Des. 2013","Senin, 06 Jan. 2014"
74/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 17 Des. 2013","Senin, 06 Jan. 2014"
78/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 18 Des. 2013","Kamis, 02 Jan. 2014"
77/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Des. 2013","Kamis, 02 Jan. 2014"
76/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 17 Des. 2013","Senin, 23 Des. 2013"
79/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 20 Des. 2013","Kamis, 02 Jan. 2014"
80/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 24 Des. 2013","Senin, 06 Jan. 2014"
83/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 27 Des. 2013","Kamis, 02 Jan. 2014"
82/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 27 Des. 2013","Kamis, 09 Jan. 2014"
81/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 23 Des. 2013","Kamis, 02 Jan. 2014"
84/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 27 Des. 2013","Selasa, 07 Jan. 2014"
85/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 27 Des. 2013","Selasa, 07 Jan. 2014"
1/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 10 Jan. 2014","Rabu, 15 Jan. 2014"
2/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 10 Jan. 2014","Jumat, 17 Jan. 2014"
3/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 22 Jan. 2014","Rabu, 29 Jan. 2014"
4/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 15 Jan. 2014","Rabu, 22 Jan. 2014"
5/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 21 Jan. 2014","Senin, 27 Jan. 2014"
6/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 04 Feb. 2014","Kamis, 06 Feb. 2014"
7/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 29 Jan. 2014","Rabu, 05 Feb. 2014"
8/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 30 Jan. 2014","Rabu, 05 Feb. 2014"
54/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 25 Sep. 2013","Selasa, 08 Okt. 2013"
55/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 03 Okt. 2013","Kamis, 10 Okt. 2013"
57/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 02 Okt. 2013","Senin, 07 Okt. 2013"
56/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 04 Okt. 2013","Kamis, 10 Okt. 2013"
59/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 08 Okt. 2013","Rabu, 16 Okt. 2013"
58/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 10 Okt. 2013","Senin, 21 Okt. 2013"
61/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 17 Okt. 2013","Rabu, 23 Okt. 2013"
60/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 16 Okt. 2013","Kamis, 24 Okt. 2013"
62/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 28 Okt. 2013","Kamis, 07 Nov. 2013"
63/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 28 Okt. 2013","Kamis, 07 Nov. 2013"
64/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 04 Nov. 2013","Senin, 11 Nov. 2013"
65/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 04 Nov. 2013","Senin, 11 Nov. 2013"
66/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 20 Nov. 2013","Kamis, 28 Nov. 2013"
67/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 28 Nov. 2013","Senin, 09 Des. 2013"
71/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 27 Nov. 2013","Selasa, 03 Des. 2013"
70/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 29 Nov. 2013","Senin, 09 Des. 2013"
69/PID.SUS/TPK/2013/PN JKT.PST,"Jumat, 29 Nov. 2013","Senin, 09 Des. 2013"
68/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 02 Des. 2013","Senin, 09 Des. 2013"
72/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 04 Des. 2013","Senin, 09 Des. 2013"
73/PID.SUS/TPK/2013/PN JKT.PST,"Kamis, 12 Des. 2013","Rabu, 18 Des. 2013"
34/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 22 Mei 2013","Rabu, 29 Mei 2013"
35/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 30 Mei 2013","Rabu, 05 Jun. 2013"
36/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 04 Jun. 2013","Kamis, 20 Jun. 2013"
37/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 10 Jun. 2013","Senin, 17 Jun. 2013"
38/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 17 Jun. 2013","Senin, 24 Jun. 2013"
39/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 17 Jun. 2013","Senin, 24 Jun. 2013"
40/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 18 Jun. 2013","Selasa, 25 Jun. 2013"
41/PID.SUS/TPK/2013/PN.JKT.PST,"Jumat, 21 Jun. 2013","Rabu, 26 Jun. 2013"
42/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 25 Jun. 2013","Senin, 01 Jul. 2013"
43/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 16 Jul. 2013","Kamis, 18 Jul. 2013"
44/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 23 Jul. 2013","Kamis, 01 Agu. 2013"
45/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 23 Jul. 2013","Kamis, 01 Agu. 2013"
47/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 25 Jul. 2013","Selasa, 30 Jul. 2013"
46/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 24 Jul. 2013","Selasa, 30 Jul. 2013"
48/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 02 Sep. 2013","Selasa, 10 Sep. 2013"
49/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 12 Sep. 2013","Senin, 16 Sep. 2013"
52/PID.SUS/TPK/2013/PN JKT.PST,"Senin, 16 Sep. 2013","Senin, 23 Sep. 2013"
50/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 18 Sep. 2013","Senin, 23 Sep. 2013"
51/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 18 Sep. 2013","Senin, 23 Sep. 2013"
53/PID.SUS/TPK/2013/PN JKT.PST,"Rabu, 25 Sep. 2013","Rabu, 25 Sep. 2013"
12/PID.SUS/TPK/2013/PN.JKT.PST,"Jumat, 22 Mar. 2013","Selasa, 26 Mar. 2013"
11/PID.SUS/TPK/2013/PN.JKT.PST,"Jumat, 22 Mar. 2013","Selasa, 26 Mar. 2013"
10/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 19 Mar. 2013","Kamis, 21 Mar. 2013"
19/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 15 Apr. 2013","Rabu, 17 Apr. 2013"
18/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 15 Apr. 2013","Selasa, 23 Apr. 2013"
17/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 11 Apr. 2013","Kamis, 18 Apr. 2013"
20/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 18 Apr. 2013","Selasa, 23 Apr. 2013"
21/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 18 Apr. 2013","Senin, 22 Apr. 2013"
23/PID.SUS/TPK/2013/PN.JKT.PST,"Jumat, 26 Apr. 2013","Kamis, 02 Mei 2013"
22/PID.SUS/TPK/2013/PN.JKT.PST,"Jumat, 26 Apr. 2013","Kamis, 02 Mei 2013"
25/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 08 Mei 2013","Selasa, 14 Mei 2013"
24/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 08 Mei 2013","Selasa, 14 Mei 2013"
27/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 20 Mei 2013","Kamis, 23 Mei 2013"
26/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 16 Mei 2013","Senin, 20 Mei 2013"
29/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 20 Mei 2013","Kamis, 23 Mei 2013"
28/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 20 Mei 2013","Kamis, 23 Mei 2013"
33/PID.SUS/TPK/2013/PN.JKT.PST,"Jumat, 17 Mei 2013","Selasa, 21 Mei 2013"
32/PID.SUS/TPK/2013/PN.JKT.PST,"Jumat, 17 Mei 2013","Selasa, 21 Mei 2013"
31/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 27 Mei 2013","Rabu, 12 Jun. 2013"
30/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 27 Mei 2013","Rabu, 12 Jun. 2013"
00079/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 07 Des. 2012","Kamis, 13 Des. 2012"
80/PID.SUS/TPK/2012/PN.JKT.PST,"Jumat, 14 Des. 2012","Selasa, 18 Des. 2012"
00081/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 13 Des. 2012","Jumat, 21 Des. 2012"
00082/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 12 Des. 2012","Kamis, 20 Des. 2012"
00083/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 12 Des. 2012","Kamis, 20 Des. 2012"
00084/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 13 Des. 2012","Kamis, 20 Des. 2012"
00085/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 13 Des. 2012","Selasa, 18 Des. 2012"
1/PID.SUS/TPK/2013/PN.JKT.PST,"Jumat, 04 Jan. 2013","Senin, 14 Jan. 2013"
3/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 08 Jan. 2013","Selasa, 15 Jan. 2013"
2/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 08 Jan. 2013","Kamis, 17 Jan. 2013"
4/PID.SUS/TPK/2013/PN JKT.PST,"Selasa, 22 Jan. 2013","Senin, 28 Jan. 2013"
5/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 30 Jan. 2013","Kamis, 07 Feb. 2013"
6/PID.SUS/TPK/2013/PN.JKT.PST,"Senin, 04 Mar. 2013","Rabu, 06 Mar. 2013"
7/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 28 Feb. 2013","Rabu, 06 Mar. 2013"
8/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 28 Feb. 2013","Rabu, 06 Mar. 2013"
9/PID.SUS/TPK/2013/PN.JKT.PST,"Rabu, 27 Feb. 2013","Jumat, 01 Mar. 2013"
16/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 02 Apr. 2013","Kamis, 04 Apr. 2013"
15/PID.SUS/TPK/2013/PN.JKT.PST,"Sabtu, 23 Mar. 2013","Senin, 01 Apr. 2013"
14/PID.SUS/TPK/2013/PN.JKT.PST,"Selasa, 02 Apr. 2013","Senin, 15 Apr. 2013"
13/PID.SUS/TPK/2013/PN.JKT.PST,"Kamis, 21 Mar. 2013","Selasa, 02 Apr. 2013"
00058/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 19 Sep. 2012","Jumat, 21 Sep. 2012"
00059/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 21 Sep. 2012","Rabu, 26 Sep. 2012"
00060/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 02 Okt. 2012","Senin, 08 Okt. 2012"
00061/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 04 Okt. 2012","Senin, 08 Okt. 2012"
00063/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 10 Okt. 2012","Kamis, 11 Okt. 2012"
00062/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 04 Okt. 2012","Selasa, 09 Okt. 2012"
00064/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 22 Okt. 2012","Kamis, 25 Okt. 2012"
00065/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 19 Okt. 2012","Senin, 22 Okt. 2012"
00066/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 17 Okt. 2012","Senin, 22 Okt. 2012"
00067/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 02 Nov. 2012","Selasa, 06 Nov. 2012"
00068/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 25 Okt. 2012","Kamis, 01 Nov. 2012"
00069/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 24 Okt. 2012","Kamis, 01 Nov. 2012"
00070/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 02 Nov. 2012","Kamis, 08 Nov. 2012"
72/PID.B/TPKOR/2012/PN JKT.PST,"Rabu, 14 Nov. 2012","Rabu, 21 Nov. 2012"
00071/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 12 Nov. 2012","Rabu, 21 Nov. 2012"
00073/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 20 Nov. 2012","Selasa, 27 Nov. 2012"
00074/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 20 Nov. 2012","Senin, 26 Nov. 2012"
00075/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 21 Nov. 2012","Rabu, 28 Nov. 2012"
76/PID.SUS/TPK/2012/PN.,"Kamis, 22 Nov. 2012","Senin, 26 Nov. 2012"
78/PID.SUS/TPK/2012/PN.JKT.PST,"Jumat, 07 Des. 2012","Selasa, 11 Des. 2012"
00038/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 03 Jul. 2012","Senin, 09 Jul. 2012"
00039/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 12 Jul. 2012","Kamis, 19 Jul. 2012"
00040/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 18 Jul. 2012","Rabu, 25 Jul. 2012"
00041/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 26 Jul. 2012","Senin, 06 Agu. 2012"
00042/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 03 Agu. 2012","Selasa, 07 Agu. 2012"
00045/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 06 Agu. 2012","Senin, 13 Agu. 2012"
43/PID.SUS/TPK/2012/PN.,"Senin, 06 Agu. 2012","Rabu, 08 Agu. 2012"
44/PID.SUS/TPK/2012/PN.,"Jumat, 03 Agu. 2012","Rabu, 08 Agu. 2012"
00047/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 10 Agu. 2012","Kamis, 16 Agu. 2012"
00046/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 10 Agu. 2012","Kamis, 16 Agu. 2012"
49/PID.B/TPK/2012/PN JKT.PST,"Selasa, 28 Agu. 2012","Rabu, 05 Sep. 2012"
00050/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 28 Agu. 2012","Rabu, 05 Sep. 2012"
00048/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Agu. 2012","Kamis, 16 Agu. 2012"
00051/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 30 Agu. 2012","Selasa, 04 Sep. 2012"
00052/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 30 Agu. 2012","Kamis, 06 Sep. 2012"
00053/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 31 Agu. 2012","Kamis, 06 Sep. 2012"
00054/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 31 Agu. 2012","Kamis, 06 Sep. 2012"
00055/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 06 Sep. 2012","Senin, 24 Sep. 2012"
00056/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 17 Sep. 2012","Kamis, 20 Sep. 2012"
00057/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 17 Sep. 2012","Kamis, 20 Sep. 2012"
00018/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 24 Feb. 2012","Rabu, 07 Mar. 2012"
00019/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 01 Mar. 2012","Rabu, 07 Mar. 2012"
00020/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 01 Mar. 2012","Rabu, 07 Mar. 2012"
21/PID.SUS/TPK/2012/PN.,"Selasa, 06 Mar. 2012","Senin, 12 Mar. 2012"
23/PID.B/TPKOR/2012/PN JKT.PST,"Senin, 19 Mar. 2012","Kamis, 22 Mar. 2012"
22/PID.B/TPK/2012/PN JKT.PST,"Senin, 19 Mar. 2012","Senin, 26 Mar. 2012"
00024/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 23 Apr. 2012","Selasa, 24 Apr. 2012"
00025/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 23 Apr. 2012","Senin, 30 Apr. 2012"
00026/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 25 Apr. 2012","Kamis, 03 Mei 2012"
00027/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 15 Mei 2012","Selasa, 22 Mei 2012"
00028/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 16 Mei 2012","Kamis, 31 Mei 2012"
00029/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 07 Jun. 2012","Rabu, 13 Jun. 2012"
00030/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 07 Jun. 2012","Senin, 11 Jun. 2012"
00031/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 15 Jun. 2012","Rabu, 27 Jun. 2012"
00032/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 15 Jun. 2012","Rabu, 27 Jun. 2012"
00035/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 26 Jun. 2012","Senin, 02 Jul. 2012"
37/PID.B/TPK/2012/PN JKT.PST,"Senin, 02 Jul. 2012","Senin, 09 Jul. 2012"
33/PID.SUS/TPK/2012/PN.,"Senin, 25 Jun. 2012","Rabu, 27 Jun. 2012"
00034/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 25 Jun. 2012","Kamis, 28 Jun. 2012"
00036/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 27 Jun. 2012","Kamis, 05 Jul. 2012"
00076/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 12 Des. 2011","Senin, 19 Des. 2011"
00077/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 20 Des. 2011","Jumat, 28 Des. 2012"
78/PID.SUS/TPK/2011/PN.,"Selasa, 20 Des. 2011","Selasa, 03 Jan. 2012"
00001/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 05 Jan. 2012","Rabu, 11 Jan. 2012"
00002/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 05 Jan. 2012","Rabu, 11 Jan. 2012"
00003/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 12 Jan. 2012","Selasa, 24 Jan. 2012"
00004/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 24 Jan. 2012","Rabu, 01 Feb. 2012"
00005/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 27 Jan. 2012","Selasa, 31 Jan. 2012"
00006/PID.B/TPKOR/2012/PN.JKT.PST,"Selasa, 07 Feb. 2012","Selasa, 14 Feb. 2012"
00007/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 06 Feb. 2012","Senin, 13 Feb. 2012"
00008/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 09 Feb. 2012","Kamis, 16 Feb. 2012"
00009/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 16 Feb. 2012","Senin, 20 Feb. 2012"
00010/PID.B/TPKOR/2012/PN.JKT.PST,"Senin, 20 Feb. 2012","Senin, 27 Feb. 2012"
11/PID.SUS/TPK/2012/PN.,"Senin, 20 Feb. 2012","Kamis, 23 Feb. 2012"
00012/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Feb. 2012","Rabu, 07 Mar. 2012"
00013/PID.B/TPKOR/2012/PN.JKT.PST,"Kamis, 23 Feb. 2012","Jumat, 02 Mar. 2012"
00014/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Feb. 2012","Kamis, 08 Mar. 2012"
00015/PID.B/TPKOR/2012/PN.JKT.PST,"Jumat, 24 Feb. 2012","Kamis, 08 Mar. 2012"
00016/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Feb. 2012","Senin, 05 Mar. 2012"
00017/PID.B/TPKOR/2012/PN.JKT.PST,"Rabu, 29 Feb. 2012","Rabu, 07 Mar. 2012"
00056/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 14 Okt. 2011","Kamis, 20 Okt. 2011"
00057/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 13 Okt. 2011","Senin, 24 Okt. 2011"
00058/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 20 Okt. 2011","Rabu, 26 Okt. 2011"
00059/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 01 Nov. 2011","Selasa, 08 Nov. 2011"
00060/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 01 Nov. 2011","Selasa, 08 Nov. 2011"
00061/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 07 Nov. 2011","Selasa, 15 Nov. 2011"
00062/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 10 Nov. 2011","Selasa, 15 Nov. 2011"
00063/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 21 Nov. 2011","Rabu, 23 Nov. 2011"
00064/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 21 Nov. 2011","Rabu, 23 Nov. 2011"
00065/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 11 Nov. 2011","Rabu, 16 Nov. 2011"
00066/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 10 Nov. 2011","Rabu, 16 Nov. 2011"
00067/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 11 Nov. 2011","Rabu, 16 Nov. 2011"
00068/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 18 Nov. 2011","Rabu, 23 Nov. 2011"
00069/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 25 Nov. 2011","Rabu, 30 Nov. 2011"
00070/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 01 Des. 2011","Kamis, 08 Des. 2011"
00071/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 01 Des. 2011","Kamis, 08 Des. 2011"
00072/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 01 Des. 2011","Rabu, 07 Des. 2011"
00073/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 02 Des. 2011","Rabu, 07 Des. 2011"
00074/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 06 Des. 2011","Selasa, 13 Des. 2011"
00075/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 09 Des. 2011","Selasa, 13 Des. 2011"
00036/PID.B/TPKOR/2011/PN.JKT.PST,"Rabu, 03 Agu. 2011","Rabu, 10 Agu. 2011"
00037/PID.B/TPKOR/2011/PN.JKT.PST,"Sabtu, 13 Agu. 2011","Senin, 15 Agu. 2011"
00038/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 15 Agu. 2011","Rabu, 24 Agu. 2011"
00039/PID.B/TPKOR/2011/PN.JKT.PST,"Selasa, 16 Agu. 2011","Selasa, 23 Agu. 2011"
00040/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 15 Agu. 2011","Rabu, 24 Agu. 2011"
00041/PID.B/TPKOR/2011/PN.JKT.PST,"Rabu, 24 Agu. 2011","Selasa, 06 Sep. 2011"
42/PID.SUS/TPK/2011/PN.,"Rabu, 07 Sep. 2011","Senin, 12 Sep. 2011"
00043/PID.B/TPKOR/2011/PN.JKT.PST,"Jumat, 19 Agu. 2011","Selasa, 06 Sep. 2011"
00044/PID.B/TPKOR/2011/PN.JKT.PST,"Senin, 05 Sep. 2011","Senin, 12 Sep. 2011"
00045/PID.B/TPKOR/2011/PN.JKT.PST,"Kamis, 25 Agu. 2011","Selasa, 06 Sep. 2011"
